Element,Episode,Title,Included
Half Circle Frame,S06E04,WHISPERING STREAM,0
Half Oval Frame,S06E04,WHISPERING STREAM,0
Hills,S06E04,WHISPERING STREAM,0
Lakes,S06E04,WHISPERING STREAM,0
Lake,S06E04,WHISPERING STREAM,0
Lighthouse,S06E04,WHISPERING STREAM,0
Mill,S06E04,WHISPERING STREAM,0
Moon,S06E04,WHISPERING STREAM,0
Mountains,S06E04,WHISPERING STREAM,0
Mountain,S06E04,WHISPERING STREAM,0
Night,S06E04,WHISPERING STREAM,0
Ocean,S06E04,WHISPERING STREAM,0
Oval Frame,S06E04,WHISPERING STREAM,0
Palm Trees,S06E04,WHISPERING STREAM,0
Path,S06E04,WHISPERING STREAM,0
Person,S06E04,WHISPERING STREAM,0
Portrait,S06E04,WHISPERING STREAM,0
Rectangle 3D Frame,S06E04,WHISPERING STREAM,0
Rectangular Frame,S06E04,WHISPERING STREAM,0
River,S06E04,WHISPERING STREAM,1
Rocks,S06E04,WHISPERING STREAM,1
Seashell Frame,S06E04,WHISPERING STREAM,0
Snowy Mountain,S06E04,WHISPERING STREAM,0
Snow,S06E04,WHISPERING STREAM,0
Split Frame,S06E04,WHISPERING STREAM,0
Steve Ross,S06E04,WHISPERING STREAM,0
Structure,S06E04,WHISPERING STREAM,0
SUN,S06E04,WHISPERING STREAM,0
Tomb Frame,S06E04,WHISPERING STREAM,0
Trees,S06E04,WHISPERING STREAM,1
Tree,S06E04,WHISPERING STREAM,1
Triple Frame,S06E04,WHISPERING STREAM,0
Waterfall,S06E04,WHISPERING STREAM,0
Waves,S06E04,WHISPERING STREAM,0
Windmill,S06E04,WHISPERING STREAM,0
Window Frame,S06E04,WHISPERING STREAM,0
Winter,S06E04,WHISPERING STREAM,0
Wood Framed,S06E04,WHISPERING STREAM,0
Apple Frame,S06E05,SECLUDED FOREST,0
Aurora Borealis,S06E05,SECLUDED FOREST,0
Barn,S06E05,SECLUDED FOREST,0
Beach,S06E05,SECLUDED FOREST,0
Boat,S06E05,SECLUDED FOREST,0
Bridge,S06E05,SECLUDED FOREST,0
Building,S06E05,SECLUDED FOREST,0
Bushes,S06E05,SECLUDED FOREST,1
Cabin,S06E05,SECLUDED FOREST,0
Cactus,S06E05,SECLUDED FOREST,0
Circle Frame,S06E05,SECLUDED FOREST,0
Cirrus,S06E05,SECLUDED FOREST,0
Cliff,S06E05,SECLUDED FOREST,0
Clouds,S06E05,SECLUDED FOREST,0
Conifer,S06E05,SECLUDED FOREST,0
Cumulus,S06E05,SECLUDED FOREST,0
Deciduous,S06E05,SECLUDED FOREST,1
Diane Andre,S06E05,SECLUDED FOREST,0
Dock,S06E05,SECLUDED FOREST,0
Double Oval Frame,S06E05,SECLUDED FOREST,0
Farm,S06E05,SECLUDED FOREST,0
Fence,S06E05,SECLUDED FOREST,0
Fire,S06E05,SECLUDED FOREST,0
Florida Frame,S06E05,SECLUDED FOREST,0
Flowers,S06E05,SECLUDED FOREST,0
FOG,S06E05,SECLUDED FOREST,0
Framed,S06E05,SECLUDED FOREST,0
Grass,S06E05,SECLUDED FOREST,0
Guest,S06E05,SECLUDED FOREST,0
Half Circle Frame,S06E05,SECLUDED FOREST,0
Half Oval Frame,S06E05,SECLUDED FOREST,0
Hills,S06E05,SECLUDED FOREST,0
Lakes,S06E05,SECLUDED FOREST,0
Lake,S06E05,SECLUDED FOREST,0
Lighthouse,S06E05,SECLUDED FOREST,0
Mill,S06E05,SECLUDED FOREST,0
Moon,S06E05,SECLUDED FOREST,0
Mountains,S06E05,SECLUDED FOREST,0
Mountain,S06E05,SECLUDED FOREST,0
Night,S06E05,SECLUDED FOREST,0
Ocean,S06E05,SECLUDED FOREST,0
Oval Frame,S06E05,SECLUDED FOREST,0
Palm Trees,S06E05,SECLUDED FOREST,0
Path,S06E05,SECLUDED FOREST,0
Person,S06E05,SECLUDED FOREST,0
Portrait,S06E05,SECLUDED FOREST,0
Rectangle 3D Frame,S06E05,SECLUDED FOREST,0
Rectangular Frame,S06E05,SECLUDED FOREST,0
River,S06E05,SECLUDED FOREST,1
Rocks,S06E05,SECLUDED FOREST,0
Seashell Frame,S06E05,SECLUDED FOREST,0
Snowy Mountain,S06E05,SECLUDED FOREST,0
Snow,S06E05,SECLUDED FOREST,0
Split Frame,S06E05,SECLUDED FOREST,0
Steve Ross,S06E05,SECLUDED FOREST,0
Structure,S06E05,SECLUDED FOREST,0
SUN,S06E05,SECLUDED FOREST,0
Tomb Frame,S06E05,SECLUDED FOREST,0
Trees,S06E05,SECLUDED FOREST,1
Tree,S06E05,SECLUDED FOREST,1
Triple Frame,S06E05,SECLUDED FOREST,0
Waterfall,S06E05,SECLUDED FOREST,0
Waves,S06E05,SECLUDED FOREST,0
Windmill,S06E05,SECLUDED FOREST,0
Window Frame,S06E05,SECLUDED FOREST,0
Winter,S06E05,SECLUDED FOREST,0
Wood Framed,S06E05,SECLUDED FOREST,0
Apple Frame,S06E06,SNOW TRAIL,0
Aurora Borealis,S06E06,SNOW TRAIL,0
Barn,S06E06,SNOW TRAIL,0
Beach,S06E06,SNOW TRAIL,0
Boat,S06E06,SNOW TRAIL,0
Bridge,S06E06,SNOW TRAIL,0
Building,S06E06,SNOW TRAIL,0
Bushes,S06E06,SNOW TRAIL,0
Cabin,S06E06,SNOW TRAIL,0
Cactus,S06E06,SNOW TRAIL,0
Circle Frame,S06E06,SNOW TRAIL,0
Cirrus,S06E06,SNOW TRAIL,0
Cliff,S06E06,SNOW TRAIL,0
Clouds,S06E06,SNOW TRAIL,1
Conifer,S06E06,SNOW TRAIL,1
Cumulus,S06E06,SNOW TRAIL,1
Deciduous,S06E06,SNOW TRAIL,0
Diane Andre,S06E06,SNOW TRAIL,0
Dock,S06E06,SNOW TRAIL,0
Double Oval Frame,S06E06,SNOW TRAIL,0
Farm,S06E06,SNOW TRAIL,0
Fence,S06E06,SNOW TRAIL,0
Fire,S06E06,SNOW TRAIL,0
Florida Frame,S06E06,SNOW TRAIL,0
Flowers,S06E06,SNOW TRAIL,0
FOG,S06E06,SNOW TRAIL,0
Framed,S06E06,SNOW TRAIL,0
Grass,S06E06,SNOW TRAIL,1
Guest,S06E06,SNOW TRAIL,0
Half Circle Frame,S06E06,SNOW TRAIL,0
Half Oval Frame,S06E06,SNOW TRAIL,0
Hills,S06E06,SNOW TRAIL,0
Lakes,S06E06,SNOW TRAIL,0
Lake,S06E06,SNOW TRAIL,0
Lighthouse,S06E06,SNOW TRAIL,0
Mill,S06E06,SNOW TRAIL,0
Moon,S06E06,SNOW TRAIL,0
Mountains,S06E06,SNOW TRAIL,0
Mountain,S06E06,SNOW TRAIL,0
Night,S06E06,SNOW TRAIL,0
Ocean,S06E06,SNOW TRAIL,0
Oval Frame,S06E06,SNOW TRAIL,0
Palm Trees,S06E06,SNOW TRAIL,0
Path,S06E06,SNOW TRAIL,0
Person,S06E06,SNOW TRAIL,0
Portrait,S06E06,SNOW TRAIL,0
Rectangle 3D Frame,S06E06,SNOW TRAIL,0
Rectangular Frame,S06E06,SNOW TRAIL,0
River,S06E06,SNOW TRAIL,0
Rocks,S06E06,SNOW TRAIL,0
Seashell Frame,S06E06,SNOW TRAIL,0
Snowy Mountain,S06E06,SNOW TRAIL,0
Snow,S06E06,SNOW TRAIL,1
Split Frame,S06E06,SNOW TRAIL,0
Steve Ross,S06E06,SNOW TRAIL,0
Structure,S06E06,SNOW TRAIL,0
SUN,S06E06,SNOW TRAIL,0
Tomb Frame,S06E06,SNOW TRAIL,0
Trees,S06E06,SNOW TRAIL,1
Tree,S06E06,SNOW TRAIL,1
Triple Frame,S06E06,SNOW TRAIL,0
Waterfall,S06E06,SNOW TRAIL,0
Waves,S06E06,SNOW TRAIL,0
Windmill,S06E06,SNOW TRAIL,0
Window Frame,S06E06,SNOW TRAIL,0
Winter,S06E06,SNOW TRAIL,0
Wood Framed,S06E06,SNOW TRAIL,0
Apple Frame,S06E07,ARCTIC BEAUTY,0
Aurora Borealis,S06E07,ARCTIC BEAUTY,0
Barn,S06E07,ARCTIC BEAUTY,0
Beach,S06E07,ARCTIC BEAUTY,0
Boat,S06E07,ARCTIC BEAUTY,0
Bridge,S06E07,ARCTIC BEAUTY,0
Building,S06E07,ARCTIC BEAUTY,0
Bushes,S06E07,ARCTIC BEAUTY,0
Cabin,S06E07,ARCTIC BEAUTY,0
Cactus,S06E07,ARCTIC BEAUTY,0
Circle Frame,S06E07,ARCTIC BEAUTY,0
Cirrus,S06E07,ARCTIC BEAUTY,1
Cliff,S06E07,ARCTIC BEAUTY,0
Clouds,S06E07,ARCTIC BEAUTY,1
Conifer,S06E07,ARCTIC BEAUTY,1
Cumulus,S06E07,ARCTIC BEAUTY,0
Deciduous,S06E07,ARCTIC BEAUTY,0
Diane Andre,S06E07,ARCTIC BEAUTY,0
Dock,S06E07,ARCTIC BEAUTY,0
Double Oval Frame,S06E07,ARCTIC BEAUTY,0
Farm,S06E07,ARCTIC BEAUTY,0
Fence,S06E07,ARCTIC BEAUTY,0
Fire,S06E07,ARCTIC BEAUTY,0
Florida Frame,S06E07,ARCTIC BEAUTY,0
Flowers,S06E07,ARCTIC BEAUTY,0
FOG,S06E07,ARCTIC BEAUTY,0
Framed,S06E07,ARCTIC BEAUTY,0
Grass,S06E07,ARCTIC BEAUTY,1
Guest,S06E07,ARCTIC BEAUTY,0
Half Circle Frame,S06E07,ARCTIC BEAUTY,0
Half Oval Frame,S06E07,ARCTIC BEAUTY,0
Hills,S06E07,ARCTIC BEAUTY,0
Lakes,S06E07,ARCTIC BEAUTY,0
Lake,S06E07,ARCTIC BEAUTY,0
Lighthouse,S06E07,ARCTIC BEAUTY,0
Mill,S06E07,ARCTIC BEAUTY,0
Moon,S06E07,ARCTIC BEAUTY,0
Mountains,S06E07,ARCTIC BEAUTY,1
Mountain,S06E07,ARCTIC BEAUTY,1
Night,S06E07,ARCTIC BEAUTY,0
Ocean,S06E07,ARCTIC BEAUTY,0
Oval Frame,S06E07,ARCTIC BEAUTY,0
Palm Trees,S06E07,ARCTIC BEAUTY,0
Path,S06E07,ARCTIC BEAUTY,0
Person,S06E07,ARCTIC BEAUTY,0
Portrait,S06E07,ARCTIC BEAUTY,0
Rectangle 3D Frame,S06E07,ARCTIC BEAUTY,0
Rectangular Frame,S06E07,ARCTIC BEAUTY,0
River,S06E07,ARCTIC BEAUTY,1
Rocks,S06E07,ARCTIC BEAUTY,0
Seashell Frame,S06E07,ARCTIC BEAUTY,0
Snowy Mountain,S06E07,ARCTIC BEAUTY,1
Snow,S06E07,ARCTIC BEAUTY,0
Split Frame,S06E07,ARCTIC BEAUTY,0
Steve Ross,S06E07,ARCTIC BEAUTY,0
Structure,S06E07,ARCTIC BEAUTY,0
SUN,S06E07,ARCTIC BEAUTY,0
Tomb Frame,S06E07,ARCTIC BEAUTY,0
Trees,S06E07,ARCTIC BEAUTY,1
Tree,S06E07,ARCTIC BEAUTY,1
Triple Frame,S06E07,ARCTIC BEAUTY,0
Waterfall,S06E07,ARCTIC BEAUTY,1
Waves,S06E07,ARCTIC BEAUTY,0
Windmill,S06E07,ARCTIC BEAUTY,0
Window Frame,S06E07,ARCTIC BEAUTY,0
Winter,S06E07,ARCTIC BEAUTY,0
Wood Framed,S06E07,ARCTIC BEAUTY,0
Apple Frame,S06E08,HORIZONS WEST,0
Aurora Borealis,S06E08,HORIZONS WEST,0
Barn,S06E08,HORIZONS WEST,0
Beach,S06E08,HORIZONS WEST,0
Boat,S06E08,HORIZONS WEST,0
Bridge,S06E08,HORIZONS WEST,0
Building,S06E08,HORIZONS WEST,0
Bushes,S06E08,HORIZONS WEST,1
Cabin,S06E08,HORIZONS WEST,0
Cactus,S06E08,HORIZONS WEST,0
Circle Frame,S06E08,HORIZONS WEST,0
Cirrus,S06E08,HORIZONS WEST,0
Cliff,S06E08,HORIZONS WEST,0
Clouds,S06E08,HORIZONS WEST,0
Conifer,S06E08,HORIZONS WEST,1
Cumulus,S06E08,HORIZONS WEST,0
Deciduous,S06E08,HORIZONS WEST,0
Diane Andre,S06E08,HORIZONS WEST,0
Dock,S06E08,HORIZONS WEST,0
Double Oval Frame,S06E08,HORIZONS WEST,0
Farm,S06E08,HORIZONS WEST,0
Fence,S06E08,HORIZONS WEST,0
Fire,S06E08,HORIZONS WEST,0
Florida Frame,S06E08,HORIZONS WEST,0
Flowers,S06E08,HORIZONS WEST,0
FOG,S06E08,HORIZONS WEST,0
Framed,S06E08,HORIZONS WEST,0
Grass,S06E08,HORIZONS WEST,0
Guest,S06E08,HORIZONS WEST,0
Half Circle Frame,S06E08,HORIZONS WEST,0
Half Oval Frame,S06E08,HORIZONS WEST,0
Hills,S06E08,HORIZONS WEST,0
Lakes,S06E08,HORIZONS WEST,0
Lake,S06E08,HORIZONS WEST,1
Lighthouse,S06E08,HORIZONS WEST,0
Mill,S06E08,HORIZONS WEST,0
Moon,S06E08,HORIZONS WEST,0
Mountains,S06E08,HORIZONS WEST,0
Mountain,S06E08,HORIZONS WEST,1
Night,S06E08,HORIZONS WEST,0
Ocean,S06E08,HORIZONS WEST,0
Oval Frame,S06E08,HORIZONS WEST,0
Palm Trees,S06E08,HORIZONS WEST,0
Path,S06E08,HORIZONS WEST,0
Person,S06E08,HORIZONS WEST,0
Portrait,S06E08,HORIZONS WEST,0
Rectangle 3D Frame,S06E08,HORIZONS WEST,0
Rectangular Frame,S06E08,HORIZONS WEST,0
River,S06E08,HORIZONS WEST,0
Rocks,S06E08,HORIZONS WEST,0
Seashell Frame,S06E08,HORIZONS WEST,0
Snowy Mountain,S06E08,HORIZONS WEST,1
Snow,S06E08,HORIZONS WEST,0
Split Frame,S06E08,HORIZONS WEST,0
Steve Ross,S06E08,HORIZONS WEST,0
Structure,S06E08,HORIZONS WEST,0
SUN,S06E08,HORIZONS WEST,0
Tomb Frame,S06E08,HORIZONS WEST,0
Trees,S06E08,HORIZONS WEST,1
Tree,S06E08,HORIZONS WEST,1
Triple Frame,S06E08,HORIZONS WEST,0
Waterfall,S06E08,HORIZONS WEST,0
Waves,S06E08,HORIZONS WEST,0
Windmill,S06E08,HORIZONS WEST,0
Window Frame,S06E08,HORIZONS WEST,0
Winter,S06E08,HORIZONS WEST,0
Wood Framed,S06E08,HORIZONS WEST,0
Apple Frame,S06E09,HIGH CHATEAU,0
Aurora Borealis,S06E09,HIGH CHATEAU,0
Barn,S06E09,HIGH CHATEAU,0
Beach,S06E09,HIGH CHATEAU,0
Boat,S06E09,HIGH CHATEAU,0
Bridge,S06E09,HIGH CHATEAU,0
Building,S06E09,HIGH CHATEAU,0
Bushes,S06E09,HIGH CHATEAU,1
Cabin,S06E09,HIGH CHATEAU,1
Cactus,S06E09,HIGH CHATEAU,0
Circle Frame,S06E09,HIGH CHATEAU,0
Cirrus,S06E09,HIGH CHATEAU,0
Cliff,S06E09,HIGH CHATEAU,0
Clouds,S06E09,HIGH CHATEAU,1
Conifer,S06E09,HIGH CHATEAU,1
Cumulus,S06E09,HIGH CHATEAU,1
Deciduous,S06E09,HIGH CHATEAU,0
Diane Andre,S06E09,HIGH CHATEAU,0
Dock,S06E09,HIGH CHATEAU,0
Double Oval Frame,S06E09,HIGH CHATEAU,0
Farm,S06E09,HIGH CHATEAU,0
Fence,S06E09,HIGH CHATEAU,0
Fire,S06E09,HIGH CHATEAU,0
Florida Frame,S06E09,HIGH CHATEAU,0
Flowers,S06E09,HIGH CHATEAU,0
FOG,S06E09,HIGH CHATEAU,0
Framed,S06E09,HIGH CHATEAU,0
Grass,S06E09,HIGH CHATEAU,1
Guest,S06E09,HIGH CHATEAU,0
Half Circle Frame,S06E09,HIGH CHATEAU,0
Half Oval Frame,S06E09,HIGH CHATEAU,0
Hills,S06E09,HIGH CHATEAU,0
Lakes,S06E09,HIGH CHATEAU,0
Lake,S06E09,HIGH CHATEAU,0
Lighthouse,S06E09,HIGH CHATEAU,0
Mill,S06E09,HIGH CHATEAU,0
Moon,S06E09,HIGH CHATEAU,0
Mountains,S06E09,HIGH CHATEAU,0
Mountain,S06E09,HIGH CHATEAU,0
Night,S06E09,HIGH CHATEAU,0
Ocean,S06E09,HIGH CHATEAU,0
Oval Frame,S06E09,HIGH CHATEAU,0
Palm Trees,S06E09,HIGH CHATEAU,0
Path,S06E09,HIGH CHATEAU,0
Person,S06E09,HIGH CHATEAU,0
Portrait,S06E09,HIGH CHATEAU,0
Rectangle 3D Frame,S06E09,HIGH CHATEAU,0
Rectangular Frame,S06E09,HIGH CHATEAU,0
River,S06E09,HIGH CHATEAU,0
Rocks,S06E09,HIGH CHATEAU,1
Seashell Frame,S06E09,HIGH CHATEAU,0
Snowy Mountain,S06E09,HIGH CHATEAU,0
Snow,S06E09,HIGH CHATEAU,0
Split Frame,S06E09,HIGH CHATEAU,0
Steve Ross,S06E09,HIGH CHATEAU,0
Structure,S06E09,HIGH CHATEAU,0
SUN,S06E09,HIGH CHATEAU,0
Tomb Frame,S06E09,HIGH CHATEAU,0
Trees,S06E09,HIGH CHATEAU,1
Tree,S06E09,HIGH CHATEAU,1
Triple Frame,S06E09,HIGH CHATEAU,0
Waterfall,S06E09,HIGH CHATEAU,0
Waves,S06E09,HIGH CHATEAU,0
Windmill,S06E09,HIGH CHATEAU,0
Window Frame,S06E09,HIGH CHATEAU,0
Winter,S06E09,HIGH CHATEAU,0
Wood Framed,S06E09,HIGH CHATEAU,0
Apple Frame,S06E10,COUNTRY LIFE,0
Aurora Borealis,S06E10,COUNTRY LIFE,0
Barn,S06E10,COUNTRY LIFE,1
Beach,S06E10,COUNTRY LIFE,0
Boat,S06E10,COUNTRY LIFE,0
Bridge,S06E10,COUNTRY LIFE,0
Building,S06E10,COUNTRY LIFE,0
Bushes,S06E10,COUNTRY LIFE,0
Cabin,S06E10,COUNTRY LIFE,0
Cactus,S06E10,COUNTRY LIFE,0
Circle Frame,S06E10,COUNTRY LIFE,0
Cirrus,S06E10,COUNTRY LIFE,1
Cliff,S06E10,COUNTRY LIFE,0
Clouds,S06E10,COUNTRY LIFE,1
Conifer,S06E10,COUNTRY LIFE,0
Cumulus,S06E10,COUNTRY LIFE,0
Deciduous,S06E10,COUNTRY LIFE,0
Diane Andre,S06E10,COUNTRY LIFE,0
Dock,S06E10,COUNTRY LIFE,0
Double Oval Frame,S06E10,COUNTRY LIFE,0
Farm,S06E10,COUNTRY LIFE,0
Fence,S06E10,COUNTRY LIFE,1
Fire,S06E10,COUNTRY LIFE,0
Florida Frame,S06E10,COUNTRY LIFE,0
Flowers,S06E10,COUNTRY LIFE,0
FOG,S06E10,COUNTRY LIFE,0
Framed,S06E10,COUNTRY LIFE,0
Grass,S06E10,COUNTRY LIFE,1
Guest,S06E10,COUNTRY LIFE,0
Half Circle Frame,S06E10,COUNTRY LIFE,0
Half Oval Frame,S06E10,COUNTRY LIFE,0
Hills,S06E10,COUNTRY LIFE,0
Lakes,S06E10,COUNTRY LIFE,0
Lake,S06E10,COUNTRY LIFE,0
Lighthouse,S06E10,COUNTRY LIFE,0
Mill,S06E10,COUNTRY LIFE,0
Moon,S06E10,COUNTRY LIFE,0
Mountains,S06E10,COUNTRY LIFE,0
Mountain,S06E10,COUNTRY LIFE,0
Night,S06E10,COUNTRY LIFE,0
Ocean,S06E10,COUNTRY LIFE,0
Oval Frame,S06E10,COUNTRY LIFE,0
Palm Trees,S06E10,COUNTRY LIFE,0
Path,S06E10,COUNTRY LIFE,0
Person,S06E10,COUNTRY LIFE,0
Portrait,S06E10,COUNTRY LIFE,0
Rectangle 3D Frame,S06E10,COUNTRY LIFE,0
Rectangular Frame,S06E10,COUNTRY LIFE,0
River,S06E10,COUNTRY LIFE,0
Rocks,S06E10,COUNTRY LIFE,0
Seashell Frame,S06E10,COUNTRY LIFE,0
Snowy Mountain,S06E10,COUNTRY LIFE,0
Snow,S06E10,COUNTRY LIFE,0
Split Frame,S06E10,COUNTRY LIFE,0
Steve Ross,S06E10,COUNTRY LIFE,0
Structure,S06E10,COUNTRY LIFE,0
SUN,S06E10,COUNTRY LIFE,0
Tomb Frame,S06E10,COUNTRY LIFE,0
Trees,S06E10,COUNTRY LIFE,0
Tree,S06E10,COUNTRY LIFE,0
Triple Frame,S06E10,COUNTRY LIFE,0
Waterfall,S06E10,COUNTRY LIFE,0
Waves,S06E10,COUNTRY LIFE,0
Windmill,S06E10,COUNTRY LIFE,0
Window Frame,S06E10,COUNTRY LIFE,0
Winter,S06E10,COUNTRY LIFE,0
Wood Framed,S06E10,COUNTRY LIFE,0
Apple Frame,S06E11,WESTERN EXPANSE,0
Aurora Borealis,S06E11,WESTERN EXPANSE,0
Barn,S06E11,WESTERN EXPANSE,0
Beach,S06E11,WESTERN EXPANSE,0
Boat,S06E11,WESTERN EXPANSE,0
Bridge,S06E11,WESTERN EXPANSE,0
Building,S06E11,WESTERN EXPANSE,0
Bushes,S06E11,WESTERN EXPANSE,0
Cabin,S06E11,WESTERN EXPANSE,0
Cactus,S06E11,WESTERN EXPANSE,0
Circle Frame,S06E11,WESTERN EXPANSE,0
Cirrus,S06E11,WESTERN EXPANSE,1
Cliff,S06E11,WESTERN EXPANSE,0
Clouds,S06E11,WESTERN EXPANSE,1
Conifer,S06E11,WESTERN EXPANSE,0
Cumulus,S06E11,WESTERN EXPANSE,0
Deciduous,S06E11,WESTERN EXPANSE,1
Diane Andre,S06E11,WESTERN EXPANSE,0
Dock,S06E11,WESTERN EXPANSE,0
Double Oval Frame,S06E11,WESTERN EXPANSE,0
Farm,S06E11,WESTERN EXPANSE,0
Fence,S06E11,WESTERN EXPANSE,0
Fire,S06E11,WESTERN EXPANSE,0
Florida Frame,S06E11,WESTERN EXPANSE,0
Flowers,S06E11,WESTERN EXPANSE,0
FOG,S06E11,WESTERN EXPANSE,0
Framed,S06E11,WESTERN EXPANSE,0
Grass,S06E11,WESTERN EXPANSE,0
Guest,S06E11,WESTERN EXPANSE,0
Half Circle Frame,S06E11,WESTERN EXPANSE,0
Half Oval Frame,S06E11,WESTERN EXPANSE,0
Hills,S06E11,WESTERN EXPANSE,0
Lakes,S06E11,WESTERN EXPANSE,0
Lake,S06E11,WESTERN EXPANSE,0
Lighthouse,S06E11,WESTERN EXPANSE,0
Mill,S06E11,WESTERN EXPANSE,0
Moon,S06E11,WESTERN EXPANSE,0
Mountains,S06E11,WESTERN EXPANSE,1
Mountain,S06E11,WESTERN EXPANSE,1
Night,S06E11,WESTERN EXPANSE,0
Ocean,S06E11,WESTERN EXPANSE,0
Oval Frame,S06E11,WESTERN EXPANSE,0
Palm Trees,S06E11,WESTERN EXPANSE,0
Path,S06E11,WESTERN EXPANSE,0
Person,S06E11,WESTERN EXPANSE,0
Portrait,S06E11,WESTERN EXPANSE,0
Rectangle 3D Frame,S06E11,WESTERN EXPANSE,0
Rectangular Frame,S06E11,WESTERN EXPANSE,0
River,S06E11,WESTERN EXPANSE,1
Rocks,S06E11,WESTERN EXPANSE,0
Seashell Frame,S06E11,WESTERN EXPANSE,0
Snowy Mountain,S06E11,WESTERN EXPANSE,0
Snow,S06E11,WESTERN EXPANSE,0
Split Frame,S06E11,WESTERN EXPANSE,0
Steve Ross,S06E11,WESTERN EXPANSE,0
Structure,S06E11,WESTERN EXPANSE,0
SUN,S06E11,WESTERN EXPANSE,0
Tomb Frame,S06E11,WESTERN EXPANSE,0
Trees,S06E11,WESTERN EXPANSE,0
Tree,S06E11,WESTERN EXPANSE,1
Triple Frame,S06E11,WESTERN EXPANSE,0
Waterfall,S06E11,WESTERN EXPANSE,0
Waves,S06E11,WESTERN EXPANSE,0
Windmill,S06E11,WESTERN EXPANSE,0
Window Frame,S06E11,WESTERN EXPANSE,0
Winter,S06E11,WESTERN EXPANSE,0
Wood Framed,S06E11,WESTERN EXPANSE,0
Apple Frame,S06E12,MARSHLANDS,0
Aurora Borealis,S06E12,MARSHLANDS,0
Barn,S06E12,MARSHLANDS,0
Beach,S06E12,MARSHLANDS,0
Boat,S06E12,MARSHLANDS,0
Bridge,S06E12,MARSHLANDS,0
Building,S06E12,MARSHLANDS,0
Bushes,S06E12,MARSHLANDS,1
Cabin,S06E12,MARSHLANDS,0
Cactus,S06E12,MARSHLANDS,0
Circle Frame,S06E12,MARSHLANDS,0
Cirrus,S06E12,MARSHLANDS,0
Cliff,S06E12,MARSHLANDS,0
Clouds,S06E12,MARSHLANDS,1
Conifer,S06E12,MARSHLANDS,0
Cumulus,S06E12,MARSHLANDS,0
Deciduous,S06E12,MARSHLANDS,1
Diane Andre,S06E12,MARSHLANDS,0
Dock,S06E12,MARSHLANDS,0
Double Oval Frame,S06E12,MARSHLANDS,0
Farm,S06E12,MARSHLANDS,0
Fence,S06E12,MARSHLANDS,0
Fire,S06E12,MARSHLANDS,0
Florida Frame,S06E12,MARSHLANDS,0
Flowers,S06E12,MARSHLANDS,0
FOG,S06E12,MARSHLANDS,0
Framed,S06E12,MARSHLANDS,0
Grass,S06E12,MARSHLANDS,0
Guest,S06E12,MARSHLANDS,0
Half Circle Frame,S06E12,MARSHLANDS,0
Half Oval Frame,S06E12,MARSHLANDS,0
Hills,S06E12,MARSHLANDS,0
Lakes,S06E12,MARSHLANDS,0
Lake,S06E12,MARSHLANDS,1
Lighthouse,S06E12,MARSHLANDS,0
Mill,S06E12,MARSHLANDS,0
Moon,S06E12,MARSHLANDS,0
Mountains,S06E12,MARSHLANDS,0
Mountain,S06E12,MARSHLANDS,0
Night,S06E12,MARSHLANDS,0
Ocean,S06E12,MARSHLANDS,0
Oval Frame,S06E12,MARSHLANDS,0
Palm Trees,S06E12,MARSHLANDS,0
Path,S06E12,MARSHLANDS,0
Person,S06E12,MARSHLANDS,0
Portrait,S06E12,MARSHLANDS,0
Rectangle 3D Frame,S06E12,MARSHLANDS,0
Rectangular Frame,S06E12,MARSHLANDS,0
River,S06E12,MARSHLANDS,0
Rocks,S06E12,MARSHLANDS,0
Seashell Frame,S06E12,MARSHLANDS,0
Snowy Mountain,S06E12,MARSHLANDS,0
Snow,S06E12,MARSHLANDS,0
Split Frame,S06E12,MARSHLANDS,0
Steve Ross,S06E12,MARSHLANDS,0
Structure,S06E12,MARSHLANDS,0
SUN,S06E12,MARSHLANDS,0
Tomb Frame,S06E12,MARSHLANDS,0
Trees,S06E12,MARSHLANDS,1
Tree,S06E12,MARSHLANDS,1
Triple Frame,S06E12,MARSHLANDS,0
Waterfall,S06E12,MARSHLANDS,0
Waves,S06E12,MARSHLANDS,0
Windmill,S06E12,MARSHLANDS,0
Window Frame,S06E12,MARSHLANDS,0
Winter,S06E12,MARSHLANDS,0
Wood Framed,S06E12,MARSHLANDS,0
Apple Frame,S06E13,BLAZE OF COLOR,0
Aurora Borealis,S06E13,BLAZE OF COLOR,0
Barn,S06E13,BLAZE OF COLOR,0
Beach,S06E13,BLAZE OF COLOR,0
Boat,S06E13,BLAZE OF COLOR,0
Bridge,S06E13,BLAZE OF COLOR,0
Building,S06E13,BLAZE OF COLOR,0
Bushes,S06E13,BLAZE OF COLOR,0
Cabin,S06E13,BLAZE OF COLOR,0
Cactus,S06E13,BLAZE OF COLOR,0
Circle Frame,S06E13,BLAZE OF COLOR,0
Cirrus,S06E13,BLAZE OF COLOR,0
Cliff,S06E13,BLAZE OF COLOR,0
Clouds,S06E13,BLAZE OF COLOR,1
Conifer,S06E13,BLAZE OF COLOR,1
Cumulus,S06E13,BLAZE OF COLOR,0
Deciduous,S06E13,BLAZE OF COLOR,1
Diane Andre,S06E13,BLAZE OF COLOR,0
Dock,S06E13,BLAZE OF COLOR,0
Double Oval Frame,S06E13,BLAZE OF COLOR,0
Farm,S06E13,BLAZE OF COLOR,0
Fence,S06E13,BLAZE OF COLOR,0
Fire,S06E13,BLAZE OF COLOR,0
Florida Frame,S06E13,BLAZE OF COLOR,0
